DEPT,GR,DT,RHOB,RT
1000.0,37.507833706455166,178.2609948745341,2.454923308628319,7.288449774869106
1000.4000800160032,34.05175687370402,181.65305398826587,2.4793587139193396,6.721516476209631
1000.8001600320064,32.40673216474739,176.92320923267647,2.49381788959354,6.43571283897662
1001.2002400480096,34.8095639690502,176.85105781357106,2.41744785273056,7.722453225057161
1001.6003200640127,25.575457539972106,179.36525806602228,2.4691814066755384,7.686184598229685
1002.000400080016,26.499756907369367,183.6069201599734,2.4494819333824944,6.616745156717926
1002.4004800960192,35.61399871262624,176.63195537240472,2.432436182627294,8.369007116201612
1002.8005601120224,27.972259619662395,182.47855515987396,2.440586894094769,7.031538751178957
1003.2006401280256,30.863425333744665,181.28358744118464,2.48654949621358,7.800688349130468
1003.6007201440289,34.6498642690981,176.75316486077463,2.4081103480338895,6.404056578335644
1004.000800160032,37.30403353492759,180.27879811432697,2.433930062203259,6.498448743056539
1004.4008801760352,35.24637818220893,177.6780081921624,2.4522304186591093,6.414969941434796
1004.8009601920384,33.29871390168738,177.6337645418171,2.4905666830159015,7.318589153762764
1005.2010402080416,33.52886963369697,182.33494044492102,2.446328491999581,6.503499768420284
1005.6011202240448,31.892511991727854,179.01432465634693,2.437102812336576,7.0384600108473405
1006.001200240048,33.5352564417119,178.84132260123536,2.4529989976050697,6.008228245889506
1006.4012802560512,32.980586239322776,179.19139281756188,2.5260847994258535,7.060136320094017
1006.8013602720545,36.90542395660651,182.41807307262508,2.5469612387384872,7.566365173036533
1007.2014402880576,33.273830713502704,178.49440240270403,2.4781433996715294,5.970436990804751
1007.6015203040608,31.782836352490165,181.02844394777304,2.3691902516045005,8.621674278961624
1008.001600320064,36.670394282184915,180.9955659365705,2.5056442008203397,6.680571732353643
1008.4016803360672,33.84302782560299,174.82416555208397,2.428451209933528,7.524066786553255
1008.8017603520705,34.689855411250775,181.69682458000167,2.488596709656038,5.370096635908383
1009.2018403680736,27.290450182008264,181.94621371231037,2.4155780175245134,7.319003321877255
1009.6019203840768,29.16084646024723,180.46484488862112,2.426974158326164,7.031061618265208
1010.00200040008,33.340200217088764,177.58162709802943,2.47015046179858,8.084308452222631
1010.4020804160832,36.524990814227536,176.62287570117235,2.4889320216068915,7.449904356623743
1010.8021604320865,35.71563759187727,178.44725303870484,2.373996590392765,6.9898298149639935
1011.2022404480896,30.009177492652423,174.19748776810053,2.4359317548554804,8.176587024281556
1011.6023204640928,34.24044988281741,179.60749826660066,2.508835968611266,7.333407445567167
1012.0024004800961,37.2422771239551,175.3624769294455,2.4422993482360207,7.586802633749247
1012.4024804960992,31.0717490351132,179.33637299164215,2.430673387846795,7.1408533170838515
1012.8025605121024,30.49068492242033,177.38850168367844,2.4585991838207213,7.4381760749018575
1013.2026405281056,35.40633978010028,179.32935980447468,2.5398571428142023,7.337945312326529
1013.6027205441088,37.84960426325492,177.08883084061054,2.509888956081601,7.812226429987887
1014.0028005601121,33.175976791972495,178.0239440217037,2.490243731543113,6.061121207058596
