TIMESTAMP,MD,ROP,WOB,RPM,TORQUE,FLOW,SPP,MW
2023-01-01 00:00:00,1000.0,53.91650027455491,28.013293156421476,135.97436872681644,6.555809570426083,937.3890848087826,3155.3484214339146,10.39406084483131
2023-01-01 00:01:00,1000.4000800160032,56.91668396771906,25.925492277355463,137.15476691282592,6.03277439624964,925.5631085946342,3085.4951747818186,10.343053495210684
2023-01-01 00:02:00,1000.8001600320064,53.077906460483675,28.350331260945293,133.92723761354281,6.522275133984538,941.8450588481932,3165.629230133607,10.413422414656882
2023-01-01 00:03:00,1001.2002400480096,56.0550763801365,26.771971555983665,136.53186216952895,6.338658240398434,934.1995173650665,3112.463249213702,10.371500695620123
2023-01-01 00:04:00,1001.6003200640127,54.937848906610206,27.246451270900828,135.91244622107897,6.030163646279709,934.0234049064329,3122.518909715542,10.363675442461956
2023-01-01 00:05:00,1002.000400080016,56.1727001864713,26.699737481657827,136.2448563379863,6.072136741601134,932.5398003800896,3113.513331783916,10.346111953956715
2023-01-01 00:06:00,1002.4004800960192,56.41017296987537,26.899858364052392,136.9318532842594,6.161990473483104,926.4891656948396,3104.217419692772,10.364216090182671
2023-01-01 00:07:00,1002.8005601120224,54.4462584828904,27.2828943014262,135.21285657486993,6.453399622837466,937.3855261636221,3117.1892729430906,10.392651537588376
2023-01-01 00:08:00,1003.2006401280256,54.96274465796825,28.20459619146973,135.23813868026986,6.512471375379684,940.3302533440531,3154.9312004303038,10.396393927126448
2023-01-01 00:09:00,1003.6007201440289,55.6425435260765,26.827871362015507,135.36896654410347,6.091495686809212,937.1615785748256,3144.58127911519,10.381864561636613
2023-01-01 00:10:00,1004.000800160032,54.0010219565855,27.950016477587262,135.53753094822196,6.408940808017427,936.5128926244927,3143.287756855736,10.384060184980232
2023-01-01 00:11:00,1004.4008801760352,53.13432703651529,28.007566765900798,134.35444731766466,6.690743745887192,937.9800740551001,3172.2306124650904,10.419111150630727
2023-01-01 00:12:00,1004.8009601920384,55.2443645031249,26.8121812129325,135.9519726805702,6.206494081511617,935.1491335046921,3122.539005147906,10.364457770035337
2023-01-01 00:13:00,1005.2010402080416,55.1103532871881,27.168848447075145,135.62116264549758,6.359934776087363,935.1421725421733,3125.811260601343,10.394185768077476
2023-01-01 00:14:00,1005.6011202240448,54.683598969416295,27.574356745157232,135.3562790637214,6.5212883503495,944.218790736476,3147.613421065871,10.38413200994447
2023-01-01 00:15:00,1006.001200240048,54.155907086740406,27.630426778585228,134.94933864971202,6.465979285606554,943.1647341169565,3133.3202836954997,10.39438939059831
2023-01-01 00:16:00,1006.4012802560512,56.10626281338147,27.160893206908053,137.10158354134327,6.224069936773506,925.652913186775,3116.110320036291,10.361487981791505
2023-01-01 00:17:00,1006.8013602720545,56.01530534927494,26.160508758473675,137.09475160812593,6.141232880526486,930.0130000711388,3100.9457135915463,10.356890059763426
2023-01-01 00:18:00,1007.2014402880576,54.50632411759097,27.055121587799682,136.39980998486217,6.457131562038168,935.0371018489728,3121.713294106381,10.395787743806626
2023-01-01 00:19:00,1007.6015203040608,54.997299273698886,27.285499973874078,135.41144067319144,6.372416673841546,931.4061792459846,3090.7249576141344,10.364795109660147
2023-01-01 00:20:00,1008.001600320064,56.216307776636974,26.04825170794971,137.115712138205,6.146774226139646,927.6833181307716,3094.744522996376,10.345291474122938
2023-01-01 00:21:00,1008.4016803360672,55.61720630455153,27.75984145922662,135.11187899253846,6.383616700905763,932.3499396369332,3129.072532798985,10.369655783568838
