DEPT,GR,DT,RHOB,RT
800.0,17.03060449641589,158.5970987460397,2.6568717686582355,30.671569550005167
806.0100166944908,31.100809580737245,153.00854069074495,2.551328991405807,27.334315923435053
812.0200333889817,26.876577402382203,150.6237246929668,2.5665173248523576,25.80052384457848
818.0300500834725,13.699477072930613,169.41847775798507,2.488949969115563,24.819618765673198
824.0400667779633,25.042416890494852,152.86560136593516,2.59601345113466,28.35567150174105
830.050083472454,33.952244383337664,170.81601282301736,2.626828148857765,22.83688921563729
836.060100166945,23.548129646036454,166.50815369689323,2.544818635708483,28.40890973806246
842.0701168614357,18.54961556376155,157.80823114113218,2.751384330835123,30.818465042434617
848.0801335559265,14.940325991354035,155.52150050323405,2.64068430927759,30.02910238443572
854.0901502504173,20.67223089079424,146.75251207465055,2.7215213224401804,29.54030565116797
860.1001669449082,41.26002739507624,171.33256239942713,2.630332976936057,35.496941624030484
866.110183639399,10.0,180.35961334062426,2.7769777088998,28.16821987472386
872.1202003338898,15.08889846381473,148.59331419808709,2.5446034509372586,23.984132932291637
878.1302170283807,22.45522437847024,151.52244897950098,2.608164662246363,21.932528892482836
884.1402337228715,27.448251301100218,151.97176775451996,2.7282262766454144,28.080998751502634
890.1502504173623,19.039202691469182,155.39499466261373,2.6979978204760156,24.122053888167773
896.160267111853,19.782544961452576,177.52345114599862,2.6695049565395417,25.315212187301338
902.170283806344,15.710553806904224,139.75310738401458,2.6105800307158464,23.010485499281994
908.1803005008347,15.249733814417656,151.85361459841164,2.5694577341783456,25.432789524254538
914.1903171953255,22.329445613920228,158.4137077097932,2.723965786575659,21.30066909751063
920.2003338898164,20.44422049253925,145.3517017767203,2.610148241425094,24.077416266259217
926.2103505843072,10.0,143.19110425394152,2.6518290595478757,23.86433709150814
932.220367278798,25.028736035141485,163.85958082230192,2.5160672581574612,23.704308794480713
938.2303839732888,14.129623580207992,153.65927266322066,2.7460608294200934,24.544738826605645
944.2404006677796,35.098166267476415,129.76578754263915,2.693156713198444,27.291443995666476
950.2504173622705,17.914977683409262,172.35837758924106,2.504283355258558,28.261105013152207
956.2604340567613,16.758383848665925,160.67817785409193,2.541651102910176,22.809379378338242
962.2704507512522,24.002559503358807,149.72540584463306,2.4852319263057367,20.86650930994997
968.2804674457429,16.88339752096284,150.20451805525076,2.609994413453492,25.059101825363438
974.2904841402337,10.874109845186226,151.43256423169095,2.6137862342954827,19.278440218758604
980.3005008347245,15.737553638547315,144.96245941782493,2.6945978421553565,25.114439883976235
986.3105175292153,17.12672774991414,154.728612829135,2.5166571186719606,29.886907878337965
992.3205342237062,10.0,163.51217209221392,2.5298435620096584,25.761246758850167
998.330550918197,20.53509205259479,145.2251589055712,2.591070566438041,27.348215246052483
1004.3405676126878,20.44296421878702,145.17381627966682,2.5735419669460926,25.101151682277948
1010.3505843071787,24.481007250336333,136.92876466012277,2.7147560742436405,26.380125901849613
1016.3606010016695,14.694388875014232,137.6790128725688,2.8,31.480314498297886
1022.3706176961603,22.905189277248578,141.48722821594512,2.5328103053530553,27.49832350595893
1028.380634390651,30.918700885799932,120.90207721505467,2.747204156949441,24.89024252813604
1034.3906510851418,25.00020825780366,139.7587217406744,2.644346586130826,29.317072305133323
1040.4006677796328,12.623817549985658,136.77830023264116,2.5521036528716183,24.632417113938352
1046.4106844741236,13.055332734346187,143.4962691458807,2.7684925061087187,27.62193203367736
1052.4207011686144,12.121800185116085,152.26600044813333,2.8,29.706299324086523
